city,colors,shape,state,time
Fremont,ORANGE,fireball,OH,5/19/2012 21:30
Woonsocket,ORANGE,light,RI,5/19/2012 21:30
Detroit,,circle,MI,5/19/2012 21:45
Stafford,,fireball,VA,5/19/2012 21:45
Kendallville,RED,,IN,5/19/2012 21:50
Wesley Chapel,,oval,NC,5/19/2012 21:50
Republic,ORANGE,fireball,MO,5/19/2012 22:00
Rockport,RED,light,MA,5/19/2012 22:00
Sandy Creek,RED,sphere,NY,5/19/2012 22:00
Sicklerville,GREEN,other,NJ,5/19/2012 22:00
Ovid,ORANGE,circle,NY,5/19/2012 22:15
Johnstown,RED,sphere,PA,5/19/2012 22:30
Omaha,,other,NE,5/19/2012 22:30
Britton,,oval,SD,5/19/2012 23:00
Newport Beach,ORANGE,flash,CA,5/19/2012 23:00
Palatine,RED,light,IL,5/19/2012 23:00
Cumming,ORANGE,circle,GA,5/19/2012 23:52
East Sandwich,,other,MA,5/20/2012 0:00
East Sandwich,ORANGE,rectangle,MA,5/20/2012 0:00
Gulf Breeze,,various,FL,5/20/2012 0:00
Milwaukee,,fireball,WI,5/20/2012 0:00
Portsmouth,,light,VA,5/20/2012 1:45
Murray,,light,UT,5/20/2012 2:45
Lenoir,,triangle,NC,5/20/2012 3:15
Alameda,,cigar,CA,5/20/2012 8:35
Holden beach,RED,triangle,NC,5/20/2012 10:42
Fond du Lac,YELLOW,triangle,WI,5/20/2012 14:00
Moffett Field,,oval,CA,5/20/2012 19:00
Fresno,ORANGE,light,CA,5/20/2012 20:00
Burbank,RED,fireball,CA,5/20/2012 20:45
Suwanee,,light,GA,5/20/2012 21:00
Palm Springs,RED,oval,CA,5/20/2012 21:15
Cedar City,ORANGE,circle,UT,5/20/2012 21:30
Greensburg,,light,PA,5/20/2012 22:00
South Jordan,ORANGE,circle,UT,5/20/2012 22:35
Moore,,circle,OK,5/20/2012 23:30
Tucson,,light,AZ,5/21/2012 0:50
Durham,,light,NC,5/21/2012 4:00
Vacaville,,light,CA,5/21/2012 4:19
Burbank,,,CA,5/21/2012 5:00
Clifton,,oval,NJ,5/21/2012 8:15
Riverside,,various,CA,5/21/2012 10:05
Belton,,cigar,SC,5/21/2012 20:00
Bark River,,light,MI,5/21/2012 20:45
Paradise Valley,ORANGE,circle,AZ,5/21/2012 21:20
Paradise Valley,ORANGE,circle,AZ,5/21/2012 21:20
Bishop,RED,sphere,CA,5/21/2012 21:45
Lago Vista,,circle,TX,5/21/2012 21:45
Superior,GREEN,other,WI,5/21/2012 22:07
Edmonds,ORANGE,fireball,WA,5/21/2012 22:30
Lynnwood,,,WA,5/21/2012 22:30
Old Town,,triangle,FL,5/21/2012 23:00
Cape Fear,,oval,NC,5/22/2012 1:00
Knighdale,,light,NC,5/22/2012 3:00
Sutton,,oval,WV,5/22/2012 3:35
La Porte,,light,IN,5/22/2012 4:30
Red Bluff,RED,diamond,CA,5/22/2012 10:30
Chico,,disk,CA,5/22/2012 13:00
Oak View,,various,CA,5/22/2012 15:30
Oak Creek,,sphere,WI,5/22/2012 17:00
Memphis,ORANGE,sphere,TN,5/22/2012 19:30
Wilcox,,rectangle,AZ,5/22/2012 20:40
Oak Creek,,sphere,WI,5/22/2012 21:00
Fulton,RED,circle,NY,5/22/2012 21:30
Holladay,,disk,UT,5/22/2012 22:00
Florence,,light,AL,5/22/2012 22:30
Omaha,,light,NE,5/22/2012 22:30
Ypsilanti,,diamond,MI,5/22/2012 22:30
Saratoga Springs,,various,NY,5/22/2012 23:30
Pensacola,,oval,FL,5/23/2012 0:05
San Antonio,,circle,TX,5/23/2012 0:15
Olney,,triangle,IL,5/23/2012 2:00
Hazelwood,,other,MO,5/23/2012 2:20
Des Moines,RED ORANGE,fireball,IA,5/23/2012 3:00
Oklahoma city,RED,rectangle,OK,5/23/2012 3:30
Exeter,,light,NE,5/23/2012 11:00
Tunapuna,,disk,WI,5/23/2012 13:30
Maricopa,,sphere,AZ,5/23/2012 19:55
Carpentersville,,oval,IL,5/23/2012 20:39
Detroit,,oval,MI,5/23/2012 21:00
Bristow,,sphere,OK,5/23/2012 21:30
Chicago,,circle,IL,5/23/2012 21:37
Gardner,GREEN,sphere,IL,5/23/2012 21:45
Watson,,cigar,LA,5/23/2012 22:15
Salt Lake City,,other,UT,5/23/2012 22:30
Ypsilanti,,disk,MI,5/23/2012 23:15
Fresno,,,CA,5/24/2012 2:20
Yakima,,circle,WA,5/24/2012 3:00
Burlington,,light,IA,5/24/2012 4:00
Everett,,oval,WA,5/24/2012 9:36
Blue Springs,,sphere,MO,5/24/2012 20:00
Carrier Mills,,light,IL,5/24/2012 20:55
Narragansett,,circle,RI,5/24/2012 21:00
Flint,,fireball,MI,5/24/2012 21:15
Puyallup,,light,WA,5/24/2012 21:45
Logan,,triangle,UT,5/24/2012 23:55
Miami,ORANGE,circle,FL,5/25/2012 0:00
Corning,,cigar,IA,5/25/2012 1:00
Bremerton,,,WA,5/25/2012 12:40
Mexico,,other,MO,5/25/2012 21:40
Holly,ORANGE,light,MI,5/25/2012 22:00
Fletcher,,light,OH,5/25/2012 22:30
Rogers,,circle,AR,5/25/2012 22:30
Albuquerque,,sphere,NM,5/26/2012 0:00
Mason City,,other,IA,5/26/2012 0:00
San Diego,,light,CA,5/26/2012 0:50
Lebanon,,,MO,5/26/2012 4:49
New Port Richey,GREEN,light,FL,5/26/2012 5:45
Zebulon,,oval,GA,5/26/2012 11:23
Wilmington,,other,NC,5/26/2012 15:00
Pueblo,,fireball,CO,5/26/2012 20:23
Norwalk,RED,light,CT,5/26/2012 20:30
Cambridge,,circle,NY,5/26/2012 21:00
Mokena,,circle,IL,5/26/2012 21:00
Lake Village,,light,AR,5/26/2012 21:05
Pueblo,,circle,CO,5/26/2012 21:23
Deep Creek,,triangle,FL,5/26/2012 21:30
Macedon,ORANGE,sphere,NY,5/26/2012 21:38
South Lake Tahoe,,fireball,CA,5/26/2012 22:00
Belle Glade,,light,FL,5/26/2012 22:30
Houston,,fireball,TX,5/26/2012 22:55
Springfield,,fireball,OH,5/26/2012 23:40
Smithville,,fireball,MO,5/27/2012 0:00
Silver Springs,,oval,NV,5/27/2012 10:15
Irving,RED,light,IL,5/27/2012 17:30
Eugene,,oval,OR,5/27/2012 19:00
Oxnard,RED,other,CA,5/27/2012 20:45
Hanalei Bay,ORANGE,egg,HI,5/27/2012 20:50
Bartlett,,fireball,IL,5/27/2012 21:00
Portland,,light,OR,5/27/2012 21:24
Mukwonago,RED,light,WI,5/27/2012 22:00
National City,,sphere,MI,5/27/2012 22:00
Thornton,RED,disk,NH,5/27/2012 22:00
Wingdale,,light,NY,5/27/2012 22:00
Sterling Heights,ORANGE,light,MI,5/27/2012 22:10
Pleasant Hill,,light,OH,5/27/2012 23:40
Paris,,light,OH,5/28/2012 3:00
Olney,,light,IL,5/28/2012 4:30
Theodore,,light,AL,5/28/2012 8:15
Carlsbad,,light,NM,5/28/2012 10:00
Omaha,RED ORANGE,circle,NE,5/28/2012 10:00
Sulphur,RED ORANGE,circle,LA,5/28/2012 11:50
Boston,,cigar,MA,5/28/2012 13:00
Greenville,,oval,KY,5/28/2012 18:00
Waynesburg,,light,PA,5/28/2012 18:00
Nixa,,cylinder,MO,5/28/2012 20:00
Mesa,,circle,AZ,5/28/2012 20:30
Omaha,,circle,NE,5/28/2012 21:20
Greensboro,RED GREEN,oval,NC,5/28/2012 21:30
Kaysville,,light,UT,5/28/2012 21:30
Westminster,ORANGE,sphere,MD,5/28/2012 21:30
Weybridge,,cylinder,VT,5/28/2012 21:30
Monrovia,,various,CA,5/28/2012 21:38
Royersford,,fireball,PA,5/28/2012 22:00
Caledonia,,circle,NY,5/28/2012 22:35
Crow Agency,ORANGE,,MT,5/28/2012 23:11
Raleigh,,light,NC,5/28/2012 23:20
Duluth,,triangle,MN,5/28/2012 23:30
Bailey,,light,CO,5/29/2012 3:23
University Place,ORANGE,sphere,WA,5/29/2012 3:51
Buffalo,,triangle,MO,5/29/2012 6:15
Portland,,triangle,OR,5/29/2012 20:00
Ohatchee,,,AL,5/29/2012 21:15
Pensacola,,triangle,FL,5/29/2012 22:09
Summerville,GREEN,fireball,SC,5/29/2012 22:15
Bozeman,,sphere,MT,5/29/2012 23:00
Gate City,,,VA,5/29/2012 23:30
Hamilton,,light,MT,5/29/2012 23:30
Connersville,,fireball,IN,5/30/2012 0:45
Barre,ORANGE,fireball,VT,5/30/2012 2:04
Tempe,,,AZ,5/30/2012 4:25
Martinez,,cigar,GA,5/30/2012 19:30
Arcata,GREEN,light,CA,5/30/2012 20:00
Venice,,cylinder,FL,5/30/2012 20:45
Mckean,,fireball,PA,5/30/2012 21:00
Bishopville,,various,SC,5/30/2012 21:30
The Woodlands,,formation,TX,5/30/2012 22:30
Davis,ORANGE,fireball,CA,5/30/2012 22:35
Madison,,circle,NC,5/30/2012 23:00
Stamping Ground,,light,KY,5/30/2012 23:00
Scottsbluff,,,NE,5/31/2012 12:00
Las Begas,,light,NV,5/31/2012 20:30
Durham,,light,NC,5/31/2012 22:00
Greensburg,,light,PA,5/31/2012 22:30
Greenville,,other,RI,6/1/2012 12:30
Cherry,,triangle,MN,6/1/2012 13:00
Tulsa,ORANGE,circle,OK,6/1/2012 20:00
Arnold,,triangle,MO,6/1/2012 20:30
Katy,,other,TX,6/1/2012 20:30
St. Louis,ORANGE,sphere,MO,6/1/2012 21:00
Sunnyvale,,fireball,CA,6/1/2012 21:00
Fort Lauderdale,,circle,FL,6/1/2012 21:21
St. Paul,,fireball,MN,6/1/2012 21:45
Oak Park,,various,CA,6/1/2012 22:00
St. Paul,ORANGE,cylinder,MN,6/1/2012 22:05
Breezy Point,ORANGE,formation,MN,6/1/2012 22:30
San Antonio,RED,fireball,TX,6/1/2012 22:30
Graham,RED,light,WA,6/1/2012 23:24
Clinton,,light,AR,6/2/2012 0:00
Marysville,ORANGE,circle,MI,6/2/2012 0:00
Rockvale,,disk,TN,6/2/2012 1:00
Willow Springs,,circle,IL,6/2/2012 2:50
Chicago,,rectangle,IL,6/2/2012 14:00
Twin Falls,,flash,ID,6/2/2012 15:00
White Marsh,,cigar,MD,6/2/2012 16:30
Beacon Rock State Park,ORANGE,various,WA,6/2/2012 20:30
Beacon Rock State Park,,sphere,WA,6/2/2012 21:00
Beacon Rock State Park,ORANGE,sphere,WA,6/2/2012 21:00
Bellevue,,fireball,WA,6/2/2012 21:00
Cedar Rapids,,circle,IA,6/2/2012 21:00
Farmington,,fireball,CT,6/2/2012 21:00
Elk Grove,GREEN,fireball,CA,6/2/2012 21:20
Phoenixville,,light,PA,6/2/2012 21:25
Billings,ORANGE,fireball,MT,6/2/2012 21:45
Apple Valley,,circle,MN,6/2/2012 21:47
Big Sky,ORANGE,triangle,MT,6/2/2012 21:55
Salisbury,RED,circle,NC,6/2/2012 22:00
Strasburg,ORANGE,fireball,VA,6/2/2012 22:00
Webster,ORANGE,circle,NY,6/2/2012 22:00
Cranberry Township,,sphere,PA,6/2/2012 22:15
Olympia,ORANGE,cone,WA,6/2/2012 22:15
Aurora,ORANGE,circle,IN,6/2/2012 22:30
South Riding,,triangle,VA,6/2/2012 22:30
New Albany,,fireball,IN,6/2/2012 22:38
Bozeman,,formation,MT,6/2/2012 22:50
Aliquippa,,light,PA,6/2/2012 23:00
Hazelton,,light,IA,6/2/2012 23:00
Bozeman,ORANGE,formation,MT,6/2/2012 23:17
Covington,,rectangle,TN,6/2/2012 23:45
Harwichport,,disk,MA,6/3/2012 0:00
West Chester,,light,OH,6/3/2012 0:00
Kiawah Island,,circle,SC,6/3/2012 1:00
Harriman State Park,ORANGE,other,NY,6/3/2012 1:15
Cedar Rapids,,light,IA,6/3/2012 3:00
South  Chicago  Heights,,egg,IL,6/3/2012 14:00
Lindenhurst,RED,triangle,IL,6/3/2012 21:00
Madison,,rectangle,CT,6/3/2012 22:00
Alameda,,formation,CA,6/3/2012 22:03
Brick,ORANGE BLUE,circle,NJ,6/4/2012 1:10
Sacramento,,formation,CA,6/4/2012 4:19
Sacramento,,formation,CA,6/4/2012 4:19
Dallas,ORANGE,egg,TX,6/4/2012 16:00
Bartlett,,fireball,IL,6/4/2012 20:00
Bay St. Louis,,sphere,MS,6/4/2012 20:40
Point Pleasant,,oval,NJ,6/4/2012 21:00
Dixon,YELLOW,rectangle,IL,6/4/2012 22:55
Sherman Oaks,,,CA,6/5/2012 1:30
Ashland,,light,VA,6/5/2012 4:00
San Jose,,other,CA,6/5/2012 4:00
Murrieta,,cylinder,CA,6/5/2012 9:00
Blairs,RED,circle,VA,6/5/2012 9:30
Bowie,GREEN,oval,TX,6/5/2012 10:17
Janesville,,disk,CA,6/5/2012 13:10
Los Angeles,,light,CA,6/5/2012 21:00
Ventura,,formation,CA,6/5/2012 21:00
Friday Harbor,,light,WA,6/5/2012 21:30
Los Angeles,,circle,CA,6/5/2012 21:30
Alpharetta,RED,sphere,GA,6/5/2012 21:35
Wichita,GREEN,light,KS,6/5/2012 22:09
Lake Worth,,,TX,6/5/2012 22:30
Mckees Rocks,,circle,PA,6/5/2012 22:30
McKees Rocks,,circle,PA,6/5/2012 22:45
Alva,BLUE,fireball,OK,6/5/2012 23:00
Chandler,,circle,AZ,6/5/2012 23:05
Chocowinity,,light,NC,6/5/2012 23:10
Muscatine,RED,light,IA,6/5/2012 23:10
Cleveland,,light,TN,6/5/2012 23:40
Mentor,,circle,OH,6/5/2012 23:45
Forest Lake,,oval,MN,6/6/2012 0:30
Pidcoke,,triangle,TX,6/6/2012 5:25
Ft. Bragg,,light,NC,6/6/2012 6:00
Lemars,,circle,IA,6/6/2012 6:00
Valhalla,,sphere,NY,6/6/2012 10:00
Chicago,,sphere,IL,6/6/2012 10:20
Kent,,other,WA,6/6/2012 16:43
Tuolumne Meadows,RED,triangle,CA,6/6/2012 20:45
Miami,,,FL,6/6/2012 21:00
Milford,RED ORANGE YELLOW,,CT,6/6/2012 21:15
Milford,YELLOW,sphere,CT,6/6/2012 21:15
Charleston,,other,SC,6/6/2012 21:31
Jackson Hole,,fireball,WY,6/6/2012 21:45
Columbia,,light,SC,6/6/2012 22:15
Dateland,,circle,AZ,6/6/2012 22:22
Portland,RED,light,OR,6/6/2012 22:48
Asheville,ORANGE,teardrop,NC,6/6/2012 23:00
Daniels,,,WV,6/6/2012 23:00
Sayreville,RED,sphere,NJ,6/6/2012 23:00
Ontario,,other,CA,6/7/2012 0:00
Westminster,,cylinder,CO,6/7/2012 1:05
Tum Tum,,light,WA,6/7/2012 2:30
Blue Point,,,NY,6/7/2012 4:02
Warm Beach,,oval,WA,6/7/2012 5:30
Winston-Salem,,various,NC,6/7/2012 7:30
Elsmere,,triangle,DE,6/7/2012 12:00
Atlanta,,triangle,GA,6/7/2012 14:00
Camarillo,,disk,CA,6/7/2012 17:15
St. George Island,,fireball,FL,6/7/2012 21:05
Masontown,RED,light,PA,6/7/2012 21:57
Valparaiso,RED,,IN,6/7/2012 22:00
Vancouver,,light,WA,6/7/2012 22:10
Phoenix,ORANGE,triangle,AZ,6/7/2012 22:28
Salem,,light,OR,6/7/2012 22:37
Marshfield,,disk,MO,6/7/2012 22:53
Davison,,triangle,MI,6/7/2012 23:00
Rochester,ORANGE,oval,MN,6/7/2012 23:00
Arlington,,sphere,VT,6/7/2012 23:05
State College,,light,PA,6/7/2012 23:35
State College,,light,PA,6/7/2012 23:35
Gulfport,,light,MS,6/8/2012 0:00
Binghamton,,other,NY,6/8/2012 2:00
Sacramento,,light,CA,6/8/2012 3:35
El Mirage,,circle,AZ,6/8/2012 6:00
Atlanta,,light,GA,6/8/2012 7:00
Cottonwood,,cylinder,AZ,6/8/2012 11:00
Seattle,,circle,WA,6/8/2012 11:00
Perry,,light,IA,6/8/2012 20:55
Ballwin,RED,other,MO,6/8/2012 21:00
Nashua,,fireball,NH,6/8/2012 21:00
Baldwin Park,,fireball,CA,6/8/2012 21:15
Afton,,light,MO,6/8/2012 22:00
Zanesville,,sphere,OH,6/8/2012 22:15
Daytona Beach,,circle,FL,6/8/2012 22:30
North Wales,ORANGE,circle,PA,6/8/2012 22:30
Lawrenceville,GREEN,,GA,6/8/2012 22:40
Fennville,,oval,MI,6/8/2012 22:45
Ann Arbor,RED,fireball,MI,6/8/2012 23:00
Beloit,,various,WI,6/8/2012 23:00
Hayward,,other,CA,6/8/2012 23:00
Lansing,ORANGE,light,MI,6/8/2012 23:30
Marion,ORANGE GREEN,,IN,6/8/2012 23:30
Portland,,formation,OR,6/9/2012 1:01
Mentor,BLUE,oval,MN,6/9/2012 2:30
San Mateo,,light,CA,6/9/2012 2:30
Manchester,,fireball,NJ,6/9/2012 2:36
Bailey,,light,CO,6/9/2012 4:00
Havertown,BLUE,sphere,PA,6/9/2012 9:45
Atlanta,,oval,GA,6/9/2012 19:00
Rapid City,,various,SD,6/9/2012 21:00
Rio Rancho,,disk,NM,6/9/2012 21:00
Woodbury,,light,MN,6/9/2012 21:00
Charlotte,ORANGE,circle,NC,6/9/2012 21:20
Camarillo,,fireball,CA,6/9/2012 21:30
Lake in the Hills,,other,IL,6/9/2012 21:30
Philipsburg,,circle,PA,6/9/2012 21:45
Indianapolis,ORANGE,triangle,IN,6/9/2012 21:50
Joliet,ORANGE,fireball,IL,6/9/2012 22:00
Macomb Township,,circle,MI,6/9/2012 22:00
Orlando,,light,FL,6/9/2012 22:00
Oswego,ORANGE,light,IL,6/9/2012 22:00
Placentia,,fireball,CA,6/9/2012 22:00
Carmel,,formation,IN,6/9/2012 22:10
Fond du Lac,ORANGE,circle,WI,6/9/2012 22:20
Saint Paul,,fireball,MN,6/9/2012 22:30
Jamestown,RED,light,NY,6/9/2012 22:55
Akron,,fireball,OH,6/9/2012 23:00
Lansing,,flash,NY,6/9/2012 23:00
Akron,,fireball,OH,6/9/2012 23:09
Frederica,,disk,DE,6/9/2012 23:15
Colorado Springs,,circle,CO,6/10/2012 0:00
Fountain,,circle,MI,6/10/2012 0:04
Greensboro,,sphere,NC,6/10/2012 0:30
Clinton Twp,,other,MI,6/10/2012 1:00
Janesville,RED,,WI,6/10/2012 3:15
Waukegan,,other,IL,6/10/2012 3:45
Landingville,ORANGE,oval,PA,6/10/2012 19:45
Makawao,ORANGE,circle,HI,6/10/2012 19:50
Oxnard,RED,formation,CA,6/10/2012 20:00
Anderson,RED,light,IN,6/10/2012 21:00
Wauwatosa,,sphere,WI,6/10/2012 21:35
Harsens Island,,light,MI,6/10/2012 21:45
Pittsburgh,,fireball,PA,6/10/2012 22:15
Salt Lake City,ORANGE,fireball,UT,6/10/2012 22:20
Lima,RED ORANGE,circle,OH,6/10/2012 22:50
Ansel Adams Wilderness,RED,flash,CA,6/10/2012 23:00
Provo,ORANGE,light,UT,6/10/2012 23:00
Credit River,,light,MN,6/10/2012 23:50
Centreville,,light,MD,6/11/2012 0:00
Kalispell,,light,MT,6/11/2012 2:00
Royalton,,sphere,IL,6/11/2012 3:10
Orinda,,,CA,6/11/2012 5:38
New York City,,disk,NY,6/11/2012 19:45
Oroville,,disk,WA,6/11/2012 20:00
Indianpolis,ORANGE,circle,IN,6/11/2012 22:00
Coarsegold,,light,CA,6/11/2012 23:00
Hot Springs,,,MT,6/11/2012 23:00
Madras,,various,OR,6/12/2012 0:00
Tallahassee,,triangle,FL,6/12/2012 0:25
Port Charlotte,BLUE,oval,FL,6/12/2012 0:45
Salt Lake City,,triangle,UT,6/12/2012 2:00
New York City,,other,NY,6/12/2012 3:00
Rochester,,various,MN,6/12/2012 3:50
Omaha,RED ORANGE,light,NE,6/12/2012 4:00
Antioch,,circle,CA,6/12/2012 4:30
Surprise,,various,AZ,6/12/2012 10:05
Spring Creek,,sphere,NV,6/12/2012 10:45
Tulsa,,formation,OK,6/12/2012 15:30
Laporte,,egg,IN,6/12/2012 16:30
Minot,,,ND,6/12/2012 18:29
Richmond,,other,KY,6/12/2012 21:00
Los Angeles,RED,fireball,CA,6/12/2012 21:45
Bend,,disk,OR,6/12/2012 22:00
Williamsville,,,MO,6/12/2012 22:25
Akron,,circle,NY,6/12/2012 22:30
Jacksonville,,circle,NC,6/12/2012 23:00
Westwood,,chevron,NJ,6/12/2012 23:00
Frederick,,circle,MD,6/13/2012 9:00
Palm Coast,,circle,FL,6/13/2012 10:00
Mt. Lookout,,cylinder,WV,6/13/2012 18:00
Dauphin Island,ORANGE,sphere,AL,6/13/2012 20:00
St. Clair Shores,,cylinder,MI,6/13/2012 20:00
Columbus,,oval,OH,6/13/2012 21:00
Gilbert,,circle,AZ,6/13/2012 21:30
Mobile Bay,,fireball,AL,6/13/2012 21:30
Pawleys Island,,fireball,SC,6/13/2012 21:30
East Wenatchee,RED,,WA,6/13/2012 22:00
Goodyear,BLUE,circle,UT,6/13/2012 22:00
Indianapolis,,circle,IN,6/13/2012 22:00
Manchester,,other,NH,6/13/2012 22:00
Cheektowaga,,circle,NY,6/13/2012 22:40
Upper Sandusky,,triangle,OH,6/13/2012 23:00
Louisville,,cylinder,KY,6/13/2012 23:05
Las Vegas,BLUE,fireball,NV,6/13/2012 23:46
Oxon Hill,,disk,MD,6/14/2012 1:00
Huntington Station,,sphere,NY,6/14/2012 2:15
Las Vegas,,cylinder,NV,6/14/2012 3:30
Westchester,,rectangle,OH,6/14/2012 9:20
Pawleys Island,RED,circle,SC,6/14/2012 20:00
Dana Point,,various,CA,6/14/2012 20:15
Garden City,,light,SC,6/14/2012 21:00
Myrtle Beach,,light,SC,6/14/2012 21:00
Flint,RED,fireball,MI,6/14/2012 21:30
Southfield,,other,MI,6/14/2012 21:30
Taylor,,fireball,MI,6/14/2012 21:30
Fenton,,fireball,MI,6/14/2012 21:54
Hephzibah,,cylinder,GA,6/14/2012 22:00
Hopewell,RED,triangle,VA,6/14/2012 22:00
Mount Pleasant,ORANGE,sphere,TX,6/14/2012 22:00
Norwalk,ORANGE,formation,CT,6/14/2012 22:03
Bradenton,ORANGE,circle,FL,6/14/2012 22:30
Newport,,light,WA,6/14/2012 22:30
Newport,,light,WA,6/14/2012 22:30
Noblesville,,,IN,6/14/2012 22:50
Bow,ORANGE,sphere,WA,6/14/2012 23:00
Cranston,RED,fireball,RI,6/14/2012 23:00
Cranston,,sphere,RI,6/14/2012 23:00
cary,YELLOW,circle,NC,6/15/2012 0:30
Fairmont,,light,WV,6/15/2012 3:00
Jackson,RED,,MS,6/15/2012 3:00
Jackson,,triangle,MS,6/15/2012 3:00
Wheeling,,light,IL,6/15/2012 3:00
Phenix City,RED BLUE,oval,AL,6/15/2012 3:30
Fremont,,circle,CA,6/15/2012 4:58
Pittsburgh,ORANGE,oval,PA,6/15/2012 19:20
Yorktown,,circle,VA,6/15/2012 19:30
Penn Yan,,fireball,NY,6/15/2012 20:30
Cherry Grove,RED,circle,SC,6/15/2012 21:00
Huntington,,light,NY,6/15/2012 21:00
Hillsdale,,fireball,NJ,6/15/2012 21:30
Kelseyville,,fireball,CA,6/15/2012 21:30
Charleston,,other,SC,6/15/2012 22:00
Mountain Home,,,AR,6/15/2012 22:08
Seattle,ORANGE,fireball,WA,6/15/2012 22:15
Three Rivers,ORANGE,fireball,MI,6/15/2012 22:15
Chaska,ORANGE,formation,MN,6/15/2012 22:20
Cibolo,,,TX,6/15/2012 22:28
Friendship,RED ORANGE,diamond,WI,6/15/2012 22:35
Gainesville,,sphere,FL,6/15/2012 22:50
Harleysville,ORANGE,fireball,PA,6/15/2012 23:00
Oakdale,RED BLUE,diamond,NY,6/15/2012 23:00
Clarkston,,triangle,MI,6/15/2012 23:20
Schenectady,,sphere,NY,6/15/2012 23:37
North Babylon,ORANGE,circle,NY,6/15/2012 23:48
Independence,,light,MO,6/16/2012 0:00
Sarasota,GREEN,,FL,6/16/2012 1:26
Lake Charles,,circle,LA,6/16/2012 4:20
Savannah,,oval,MO,6/16/2012 10:30
Kyburz,,,CA,6/16/2012 12:00
Buckeye,,fireball,AZ,6/16/2012 20:00
Weeki Wachee,,fireball,FL,6/16/2012 21:28
Bloomington,RED,,MN,6/16/2012 21:30
San Jose,ORANGE,fireball,CA,6/16/2012 21:30
Southold,ORANGE,fireball,NY,6/16/2012 21:30
Hemet,,various,CA,6/16/2012 21:35
Bear,ORANGE,formation,DE,6/16/2012 21:40
Moultonborough,,teardrop,NH,6/16/2012 21:45
Lodi,,fireball,CA,6/16/2012 21:50
Siesta Key,,fireball,FL,6/16/2012 21:50
Bangor,,triangle,ME,6/16/2012 22:00
Bend,ORANGE,circle,OR,6/16/2012 22:00
Lakewood,ORANGE,circle,WA,6/16/2012 22:00
Louisiana,,light,LA,6/16/2012 22:00
Mesa,,triangle,AZ,6/16/2012 22:00
Milford,ORANGE,circle,CT,6/16/2012 22:00
Zanesville,ORANGE,fireball,OH,6/16/2012 22:01
Wauseon,,circle,OH,6/16/2012 22:16
Phoenix,,sphere,NY,6/16/2012 22:20
Davis,RED,triangle,CA,6/16/2012 22:24
Las Vegas,,disk,NV,6/16/2012 22:30
Eden,,formation,NY,6/16/2012 22:45
Cartersville,,sphere,GA,6/16/2012 23:00
Muse,,light,OK,6/16/2012 23:00
San Diego,,light,CA,6/16/2012 23:00
Des Moines,RED ORANGE,circle,IA,6/16/2012 23:27
Menomonie,,fireball,WI,6/16/2012 23:30
Santa Ana,,light,CA,6/16/2012 23:30
Hampton,,,GA,6/16/2012 23:40
Woodbury Heights,RED,circle,NJ,6/16/2012 23:45
Niskayuna,,light,NY,6/16/2012 23:47
Andover,ORANGE,fireball,OH,6/16/2012 23:50
Rigby,RED YELLOW,,ID,6/17/2012 0:00
Saint Joe,,circle,AR,6/17/2012 0:00
Bridgewater,,light,NJ,6/17/2012 0:20
Mill Creek,,sphere,WA,6/17/2012 0:30
Huntington Beach,,sphere,CA,6/17/2012 0:40
Soledad,BLUE,sphere,CA,6/17/2012 3:30
Moore,RED,circle,OK,6/17/2012 10:05
Richmond Heights,,disk,OH,6/17/2012 10:20
Castle Rock,,other,CO,6/17/2012 15:30
Baltimore,,sphere,MD,6/17/2012 19:00
Dearborn Heights,,disk,MI,6/17/2012 20:00
Xenia,,rectangle,OH,6/17/2012 20:41
Ocala,RED,light,FL,6/17/2012 21:00
San Jose,,oval,CA,6/17/2012 21:00
Estacada,,light,OR,6/17/2012 21:18
Peoria,,triangle,IL,6/17/2012 21:20
Milwaukee,ORANGE,fireball,WI,6/17/2012 21:27
Wilmington,,,OH,6/17/2012 21:45
Burton,RED,light,MI,6/17/2012 22:30
Chicago,,light,IL,6/17/2012 23:40
Enfield,YELLOW,sphere,CT,6/18/2012 0:00
Lincoln,,other,CA,6/18/2012 0:01
Loveland,,light,OH,6/18/2012 1:04
Garden City,,light,KS,6/18/2012 1:44
Beverly Shores,BLUE,sphere,IN,6/18/2012 2:06
Belcourt,,other,ND,6/18/2012 7:00
Wikieup,,,AZ,6/18/2012 18:22
Carr,,various,CO,6/18/2012 20:30
Flagstaff,,,AZ,6/18/2012 21:30
Ruston,,various,LA,6/18/2012 21:30
Elyria,,fireball,OH,6/18/2012 21:50
Green Valley,GREEN,circle,AZ,6/18/2012 22:00
Enfield,,light,CT,6/18/2012 22:20
Crawfordsville,RED,light,IN,6/18/2012 23:00
Golden City,RED,fireball,MO,6/18/2012 23:00
Connell,ORANGE,light,WA,6/18/2012 23:20
Farmington,,light,MN,6/18/2012 23:25
Hendersonville,,circle,TN,6/19/2012 0:00
Rosemead,,egg,CA,6/19/2012 16:15
Peoria,,formation,AZ,6/19/2012 19:45
Waynesboro,,cigar,VA,6/19/2012 20:15
Covina,,rectangle,CA,6/19/2012 21:41
Portland,RED GREEN,cross,OR,6/19/2012 21:44
Portland,,fireball,OR,6/19/2012 22:00
Millinocket,,diamond,ME,6/19/2012 22:10
West Covina,,fireball,CA,6/19/2012 22:30
Bettendorf,,light,IA,6/19/2012 22:45
